38625,38826

0,-14
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,-1
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,1
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,1
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,1
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,1
153,0
154,0
155,0
156,0
157,0
158,0
159,1
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,1
168,0
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,0
177,1
178,0
179,0
180,0
181,1
182,0
183,0
184,1
185,0
186,0
187,0
188,1
189,0
190,0
191,0
192,1
193,0
194,0
195,1
196,0
197,1
198,0
199,0
200,1
201,0
202,0
203,1
204,0
205,1
206,0
207,0
208,1
209,0
210,1
211,0
212,1
213,0
214,0
215,1
216,0
217,1
218,0
219,1
220,0
221,0
222,1
223,0
224,1
225,0
226,1
227,0
228,1
229,0
230,1
231,0
232,1
233,0
234,1
235,0
236,1
237,0
238,1
239,1
240,0
241,1
242,0
243,1
244,0
245,1
246,0
247,1
248,0
249,1
250,0
251,1
252,0
253,1
254,0
255,1
256,0
257,1
258,0
259,1
260,0
261,0
262,1
263,1
264,0
265,1
266,0
267,1
268,0
269,1
270,1
271,0
272,1
273,0
274,1
275,0
276,1
277,1
278,0
279,1
280,0
281,1
282,0
283,1
284,1
285,0
286,1
287,1
288,0
289,1
290,1
291,0
292,1
293,1
294,1
295,0
296,1
297,1
298,1
299,1
300,0
301,1
302,1
303,1
304,0
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,0
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,0
336,1
337,1
338,1
339,1
340,1
341,0
342,1
343,1
344,1
345,1
346,1
347,1
348,0
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,0
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,2
381,1
382,1
383,2
384,1
385,1
386,2
387,1
388,2
389,1
390,2
391,2
392,2
393,2
394,1
395,2
396,2
397,2
398,2
399,2
400,2
401,2
402,3
403,2
404,2
405,2
406,2
407,3
408,2
409,2
410,2
411,2
412,2
413,2
414,3
415,2
416,2
417,2
418,2
419,1
420,2
421,2
422,2
423,1
424,2
425,2
426,1
427,2
428,1
429,1
430,2
431,1
432,1
433,1
434,1
435,1
436,2
437,1
438,1
439,1
440,0
441,1
442,1
443,1
444,0
445,1
446,1
447,0
448,1
449,0
450,1
451,0
452,1
453,0
454,0
455,1
456,0
457,0
458,0
459,1
460,0
461,0
462,0
463,0
464,1
465,0
466,0
467,0
468,0
469,1
470,0
471,0
472,0
473,1
474,0
475,0
476,0
477,1
478,0
479,0
480,1
481,0
482,0
483,1
484,0
485,0
486,1
487,0
488,0
489,1
490,0
491,1
492,0
493,0
494,1
495,0
496,0
497,1
498,0
499,0
500,1
501,0
502,0
503,0
504,1
505,0
506,0
507,0
508,0
509,1
510,0
511,0
512,0
513,0
514,1
515,0
516,0
517,0
518,0
519,1
520,0
521,0
522,0
523,0
524,0
525,1
526,0
527,0
528,0
529,0
530,0
531,1
532,0
533,0
534,0
535,0
536,0
537,1
538,0
539,0
540,0
541,0
542,1
543,0
544,0
545,0
546,0
547,0
548,1
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,-1
563,0
564,0
565,-1
566,0
567,0
568,-1
569,0
570,-1
571,0
572,-1
573,-1
574,0
575,-1
576,-1
577,0
578,-1
579,-1
580,-1
581,-1
582,-1
583,-1
584,-1
585,-2
586,-1
587,-2
588,-1
589,-2
590,-1
591,-2
592,-2
593,-2
594,-2
595,-2
596,-2
597,-3
598,-2
599,-2
600,-3
601,-3
602,-3
603,-3
604,-3
605,-3
606,-3
607,-4
608,-4
609,-3
610,-4
611,-4
612,-4
613,-3
614,-4
615,-4
616,-4
617,-4
618,-3
619,-4
620,-4
621,-4
622,-3
623,-4
624,-4
625,-3
626,-4
627,-3
628,-4
629,-3
630,-3
631,-3
632,-4
633,-3
634,-3
635,-3
636,-3
637,-3
638,-2
639,-3
640,-3
641,-3
642,-2
643,-2
644,-3
645,-2
646,-3
647,-2
648,-2
649,-2
650,-2
651,-3
652,-2
653,-2
654,-2
655,-2
656,-2
657,-1
658,-2
659,-2
660,-2
661,-1
662,-2
663,-2
664,-1
665,-2
666,-1
667,-2
668,-1
669,-1
670,-2
671,-1
672,-2
673,-1
674,-1
675,-1
676,-1
677,-2
678,-1
679,-1
680,-1
681,-1
682,-1
683,-1
684,-1
685,-1
686,-1
687,-1
688,-1
689,0
690,-1
691,-1
692,-1
693,0
694,-1
695,-1
696,0
697,-1
698,0
699,0
700,-1
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,1
712,0
713,1
714,0
715,1
716,1
717,0
718,1
719,1
720,1
721,2
722,1
723,1
724,2
725,1
726,2
727,1
728,2
729,1
730,2
731,2
732,2
733,2
734,2
735,2
736,2
737,3
738,2
739,3
740,2
741,3
742,2
743,3
744,3
745,2
746,3
747,3
748,3
749,3
750,3
751,4
752,3
753,3
754,3
755,4
756,3
757,3
758,4
759,3
760,4
761,3
762,3
763,4
764,4
765,3
766,4
767,3
768,3
769,4
770,3
771,3
772,4
773,3
774,3
775,3
776,2
777,3
778,3
779,2
780,2
781,3
782,2
783,2
784,1
785,2
786,1
787,1
788,1
789,1
790,0
791,1
792,0
793,0
794,-1
795,0
796,-1
797,-1
798,-1
799,-1
800,-2
801,-2
802,-2
803,-2
804,-2
805,-3
806,-3
807,-2
808,-3
809,-4
