1672,1664

0,-6
1,-1
2,-1
3,-1
4,-1
5,-1
6,0
7,-1
8,0
9,-1
10,-1
11,0
12,-1
13,0
14,0
15,-1
16,0
17,0
18,0
19,-1
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,1
32,0
33,0
34,1
35,0
36,1
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,2
50,1
51,1
52,1
53,2
54,1
55,1
56,2
57,1
58,2
59,1
60,2
61,1
62,2
63,1
64,2
65,1
66,2
67,1
68,1
69,2
70,1
71,2
72,1
73,2
74,1
75,1
76,2
77,1
78,1
79,2
80,1
81,2
82,1
83,1
84,1
85,2
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,0
94,1
95,1
96,0
97,1
98,0
99,0
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,-1
108,0
109,0
110,-1
111,0
112,-1
113,0
114,-1
115,-1
116,0
117,-1
118,-1
119,-1
120,-1
121,-1
122,-1
123,-1
124,-1
125,-1
126,-1
127,-1
128,-1
129,-1
130,-1
131,-1
132,-1
133,-2
134,-1
135,-1
136,-1
137,-1
138,-1
139,-1
140,-1
141,-1
142,-1
143,-1
144,-1
145,-1
146,-1
147,-1
148,-1
149,-1
150,-1
151,0
152,-1
153,-1
154,0
155,-1
156,-1
157,0
158,-1
159,0
160,-1
161,0
162,-1
163,0
164,-1
165,0
166,0
167,0
168,-1
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,1
187,0
188,0
189,0
190,0
191,1
192,0
193,0
194,1
195,0
196,1
197,0
198,0
199,1
200,0
201,1
202,0
203,1
204,0
205,1
206,0
207,1
208,0
209,1
210,1
211,0
212,1
213,0
214,1
215,0
216,1
217,0
218,1
219,1
220,0
221,0
222,1
223,0
224,1
225,0
226,1
227,0
228,0
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,-1
244,0
245,-1
246,0
247,-1
248,0
249,-1
250,-1
251,-1
252,0
253,-1
254,-1
255,-1
256,-1
257,-1
258,-1
259,-1
260,-1
261,-1
262,-1
263,-1
264,-2
265,-1
266,-1
267,-1
268,-1
269,-1
270,-2
271,-1
272,-1
273,-1
274,-2
275,-1
276,-1
277,-1
278,-1
279,-1
280,-2
281,-1
282,-1
283,-1
284,-1
285,-1
286,-1
287,-1
288,0
289,-1
290,-1
291,-1
